University,Year,Ranking
Universidad Austral de Chile,2022,11200
Universidad Austral de Chile,2023,1200
Universidad Austral de Chile,2024,1200
Universidad Autónoma Chapingo,2023,800
Universidad Autónoma Chapingo,2024,1200
Universidad Autónoma de Guadalajara,2023,1401
Universidad Autónoma de Guadalajara,2024,1200
Universidad Autónoma de Nuevo León,2017,701
Universidad Autónoma de Nuevo León,2018,1000
Universidad Autónoma de Nuevo León,2019,1000
Universidad Autónoma de Nuevo León,2020,1000
Universidad Autónoma de Nuevo León,2021,1001
Universidad Autónoma de Nuevo León,2022,11200
Universidad Autónoma de Nuevo León,2023,1200
Universidad Autónoma de Nuevo León,2024,1200
Universidad Autónoma del Estado de Hidalgo,2022,1000
Universidad Autónoma del Estado de Hidalgo,2023,1000
Universidad Autónoma del Estado de Hidalgo,2024,1200
Universidad Autónoma del Estado de México,2017,701
Universidad Autónoma del Estado de México,2018,1000
Universidad Autónoma del Estado de México,2019,1000
Universidad Autónoma del Estado de México,2020,1000
Universidad Autónoma del Estado de México,2021,1000
Universidad Autónoma del Estado de México,2022,1000
Universidad Autónoma del Estado de México,2023,1000
Universidad Autónoma del Estado de México,2024,1200
Universidad de Lima,2020,1000
Universidad de Lima,2021,1001
Universidad de Lima,2022,11200
Universidad de Lima,2023,1200
Universidad de Lima,2024,1200
Universidad de Los Andes -Mérida,2017,701
Universidad de Los Andes -Mérida,2018,1000
Universidad de Los Andes -Mérida,2019,1000
Universidad de Los Andes -Mérida,2020,1000
Universidad de Los Andes -Mérida,2021,1000
Universidad de Los Andes -Mérida,2022,1000
Universidad de Los Andes -Mérida,2023,1000
Universidad de Los Andes -Mérida,2024,1200
Universidad de Monterrey,2017,701
Universidad de Monterrey,2018,1000
Universidad de Monterrey,2019,1000
Universidad de Monterrey,2020,1000
Universidad de Monterrey,2021,1001
Universidad de Monterrey,2022,11200
Universidad de Monterrey,2023,1200
Universidad de Monterrey,2024,1200
Universidad de Oriente Santiago de Cuba,2023,1000
Universidad de Oriente Santiago de Cuba,2024,1200
Universidad de Oviedo,2018,1000
Universidad de Oviedo,2019,1000
Universidad de Oviedo,2020,1000
Universidad de Oviedo,2021,1000
Universidad de Oviedo,2022,1000
Universidad de Oviedo,2023,1200
Universidad de Oviedo,2024,1200
Universidad de Puerto Rico,2017,701
Universidad de Puerto Rico,2018,1000
Universidad de Puerto Rico,2019,1000
Universidad de Puerto Rico,2020,1000
Universidad de Puerto Rico,2021,1001
Universidad de Puerto Rico,2022,11200
Universidad de Puerto Rico,2023,1400
Universidad de Puerto Rico,2024,1200
Universidad de Talca,2017,701
Universidad de Talca,2018,1000
Universidad de Talca,2019,1000
Universidad de Talca,2020,1000
Universidad de Talca,2021,1001
Universidad de Talca,2022,11200
Universidad de Talca,2023,1200
Universidad de Talca,2024,1200
Universidad del Norte ,2017,701
Universidad del Norte ,2018,1000
Universidad del Norte ,2019,1000
Universidad del Norte ,2020,1000
Universidad del Norte ,2021,1001
Universidad del Norte ,2022,11200
Universidad del Norte ,2023,1200
Universidad del Norte ,2024,1200
Universidad del Pacífico,2021,1001
Universidad del Pacífico,2022,11200
Universidad del Pacífico,2023,1200
Universidad del Pacífico,2024,1200
Universidad del Valle,2017,701
Universidad del Valle,2018,1000
Universidad del Valle,2019,1000
Universidad del Valle,2020,1000
Universidad del Valle,2021,1000
Universidad del Valle,2022,1000
Universidad del Valle,2023,1000
Universidad del Valle,2024,1200
Universidad Industrial de Santander - UIS,2017,701
Universidad Industrial de Santander - UIS,2018,1000
Universidad Industrial de Santander - UIS,2019,1000
Universidad Industrial de Santander - UIS,2020,1001
Universidad Industrial de Santander - UIS,2021,1001
Universidad Industrial de Santander - UIS,2022,11200
Universidad Industrial de Santander - UIS,2023,1200
Universidad Industrial de Santander - UIS,2024,1200
Universidad La Salle,2023,1400
Universidad La Salle,2024,1200
Universidad Metropolitana,2017,701
Universidad Metropolitana,2018,1000
Universidad Metropolitana,2019,1000
Universidad Metropolitana,2020,1001
Universidad Metropolitana,2021,1001
Universidad Metropolitana,2022,11200
Universidad Metropolitana,2023,1400
Universidad Metropolitana,2024,1200
Universidad Nacional de Cuyo,2017,701
Universidad Nacional de Cuyo,2018,1000
Universidad Nacional de Cuyo,2019,1000
Universidad Nacional de Cuyo,2020,1001
Universidad Nacional de Cuyo,2021,1001
Universidad Nacional de Cuyo,2022,11200
Universidad Nacional de Cuyo,2023,1200
Universidad Nacional de Cuyo,2024,1200
Universidad Nacional de la Asunción,2020,1000
Universidad Nacional de la Asunción,2021,1001
Universidad Nacional de la Asunción,2022,11200
Universidad Nacional de la Asunción,2023,1200
Universidad Nacional de la Asunción,2024,1200
Universidad Nacional de San Luis,2021,1000
Universidad Nacional de San Luis,2022,1000
Universidad Nacional de San Luis,2023,1000
Universidad Nacional de San Luis,2024,1200
Universidad Nacional del Centro de la Provincia de Buenos Aires,2022,650
Universidad Nacional del Centro de la Provincia de Buenos Aires,2023,700
Universidad Nacional del Centro de la Provincia de Buenos Aires,2024,1200
"Universidad Nacional, Costa Rica",2023,1200
"Universidad Nacional, Costa Rica",2024,1200
Universidad Peruana de Ciencias Aplicadas,2020,1001
Universidad Peruana de Ciencias Aplicadas,2021,1001
Universidad Peruana de Ciencias Aplicadas,2022,11200
Universidad Peruana de Ciencias Aplicadas,2023,1200
Universidad Peruana de Ciencias Aplicadas,2024,1200
Universidad Tecnológica Nacional,2017,701
Universidad Tecnológica Nacional,2018,1000
Universidad Tecnológica Nacional,2019,1000
Universidad Tecnológica Nacional,2020,1000
Universidad Tecnológica Nacional,2021,1000
Universidad Tecnológica Nacional,2022,1000
Universidad Tecnológica Nacional,2023,1000
Universidad Tecnológica Nacional,2024,1200
Universidade da Coruña ,2017,701
Universidade da Coruña ,2018,1000
Universidade da Coruña ,2019,1000
Universidade da Coruña ,2020,1000
Universidade da Coruña ,2021,1000
Universidade da Coruña ,2022,1000
Universidade da Coruña ,2023,1200
Universidade da Coruña ,2024,1200
Universidade Federal de Pernambuco,2017,701
Universidade Federal de Pernambuco,2018,1000
Universidade Federal de Pernambuco,2019,1000
Universidade Federal de Pernambuco,2020,1000
Universidade Federal de Pernambuco,2021,1000
Universidade Federal de Pernambuco,2022,1000
Universidade Federal de Pernambuco,2023,1200
Universidade Federal de Pernambuco,2024,1200
Universidade Federal de São Carlos,2017,700
Universidade Federal de São Carlos,2018,700
Universidade Federal de São Carlos,2019,750
Universidade Federal de São Carlos,2020,1000
Universidade Federal de São Carlos,2021,1000
Universidade Federal de São Carlos,2022,1000
Universidade Federal de São Carlos,2023,1000
Universidade Federal de São Carlos,2024,1200
Universidade Federal do Paraná - UFPR,2017,701
Universidade Federal do Paraná - UFPR,2018,1000
Universidade Federal do Paraná - UFPR,2019,1000
Universidade Federal do Paraná - UFPR,2020,1000
Universidade Federal do Paraná - UFPR,2021,1000
Universidade Federal do Paraná - UFPR,2022,1000
Universidade Federal do Paraná - UFPR,2023,1000
Universidade Federal do Paraná - UFPR,2024,1200
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",2022,11200
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",2023,1400
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",2024,1200
Università degli Studi della Tuscia,2022,11200
Università degli Studi della Tuscia,2023,1200
Università degli Studi della Tuscia,2024,1200
Università degli Studi di Udine,2020,1000
Università degli Studi di Udine,2021,1000
Università degli Studi di Udine,2022,1000
Università degli Studi di Udine,2023,1200
Università degli Studi di Udine,2024,1200
Universitas Hasanuddin,2022,11200
Universitas Hasanuddin,2023,1200
Universitas Hasanuddin,2024,1200
Universitas Sebelas Maret,2022,1201
Universitas Sebelas Maret,2023,1200
Universitas Sebelas Maret,2024,1200
Universität Siegen,2020,1000
Universität Siegen,2021,1001
Universität Siegen,2022,11200
Universität Siegen,2023,1200
Universität Siegen,2024,1200
Université de Caen Normandie,2017,701
Université de Caen Normandie,2018,1000
Université de Caen Normandie,2019,1000
Université de Caen Normandie,2021,1001
Université de Caen Normandie,2022,1201
Université de Caen Normandie,2023,1400
Université de Caen Normandie,2024,1200
Université de Poitiers,2017,701
Université de Poitiers,2018,1000
Université de Poitiers,2019,1000
Université de Poitiers,2020,1000
Université de Poitiers,2021,1001
Université de Poitiers,2022,11200
Université de Poitiers,2023,1200
Université de Poitiers,2024,1200
Université de Sousse,2022,750
Université de Sousse,2023,800
Université de Sousse,2024,1200
Université de Toulouse II-Le Mirail,2017,701
Université de Toulouse II-Le Mirail,2018,1000
Université de Toulouse II-Le Mirail,2019,1000
Université de Toulouse II-Le Mirail,2020,1000
Université de Toulouse II-Le Mirail,2021,1001
Université de Toulouse II-Le Mirail,2022,11200
Université de Toulouse II-Le Mirail,2023,1200
Université de Toulouse II-Le Mirail,2024,1200
Université Lumière Lyon 2,2017,701
Université Lumière Lyon 2,2018,800
Université Lumière Lyon 2,2019,1000
Université Lumière Lyon 2,2020,1000
Université Lumière Lyon 2,2021,1001
Université Lumière Lyon 2,2022,11200
Université Lumière Lyon 2,2023,1200
Université Lumière Lyon 2,2024,1200
Universiti Kuala Lumpur,2022,1000
Universiti Kuala Lumpur,2023,1200
Universiti Kuala Lumpur,2024,1200
Universiti Malaysia Perlis,2020,750
Universiti Malaysia Perlis,2021,1000
Universiti Malaysia Perlis,2022,1000
Universiti Malaysia Perlis,2023,1000
Universiti Malaysia Perlis,2024,1200
Universiti Malaysia Sabah,2020,1000
Universiti Malaysia Sabah,2021,1000
Universiti Malaysia Sabah,2022,11200
Universiti Malaysia Sabah,2023,1200
Universiti Malaysia Sabah,2024,1200
Universiti Malaysia Sarawak,2020,1000
Universiti Malaysia Sarawak,2021,1000
Universiti Malaysia Sarawak,2022,11200
Universiti Malaysia Sarawak,2023,1200
Universiti Malaysia Sarawak,2024,1200
Universiti Malaysia Terengganu,2020,1001
Universiti Malaysia Terengganu,2021,1001
Universiti Malaysia Terengganu,2022,11200
Universiti Malaysia Terengganu,2023,1200
Universiti Malaysia Terengganu,2024,1200
Universiti Tun Hussein Onn University of Malaysia,2023,1200
Universiti Tun Hussein Onn University of Malaysia,2024,1200
University of Arkansas Fayetteville ,2020,1000
University of Arkansas Fayetteville ,2021,1001
University of Arkansas Fayetteville ,2022,11200
University of Arkansas Fayetteville ,2023,1200
University of Arkansas Fayetteville ,2024,1200
University of Colombo,2017,701
University of Colombo,2018,800
University of Colombo,2019,1000
University of Colombo,2020,1001
